date,platform,content_type,post_id,followers,impressions,likes,shares,comments,ad_spend_usd,hashtag,clicks,revenue_usd,leads,customers,avg_order_value,avg_orders_per_year,avg_cust_lifespan
05-04-2024,Instagram,Live,POST00438,6585,99620,2340,966,107,458.79,#growth,5710,1052.57,58,362,162.06,8,4.5
05-05-2024,TikTok,Live,POST00439,10227,91432,4696,171,25,401.4,#digital,16281,1360.8,94,167,93.75,3,2.12
27-04-2024,Instagram,Live,POST00440,29278,692,1912,86,444,228.31,#growth,54,1132.52,79,336,29.6,11,3.83
17-02-2024,Instagram,Story,POST00441,39814,36913,4023,552,420,360.76,#branding,2996,1718.15,344,75,34.49,7,3.14
29-03-2024,Instagram,Reel,POST00442,13237,13316,4680,122,150,295.19,#marketing,1068,620.06,55,468,64.48,7,4.16
26-04-2024,LinkedIn,Reel,POST00443,16649,39582,4997,842,220,248.72,#digital,5978,1119.8,160,90,173.2,2,2.63
08-05-2024,LinkedIn,Image,POST00444,38713,65548,2069,297,340,100.2,#marketing,1049,510.81,275,298,117.05,10,4.3
16-01-2024,Twitter,Story,POST00445,8927,51440,150,884,495,234.65,#digital,9270,1288.88,107,206,88.64,8,1.74
09-03-2024,Facebook,Live,POST00446,46409,32630,1799,928,236,126.68,#marketing,5187,525.51,176,66,84.04,6,2.26
22-01-2024,TikTok,Live,POST00447,49766,40642,3636,689,236,457.85,#branding,4980,2385.23,85,470,104.73,9,4.14
02-04-2024,TikTok,Video,POST00448,47154,36968,26,574,496,171.03,#digital,3212,987.53,139,88,156.81,6,2.76
16-03-2024,TikTok,Video,POST00449,8016,31198,4358,483,218,476.37,#socialmedia,3301,985.96,118,326,111.94,3,3.28
02-06-2024,Twitter,Live,POST00450,15027,11155,474,164,486,268.86,#marketing,531,433.85,110,41,49.66,11,4.68
23-05-2024,LinkedIn,Live,POST00451,49688,48397,4481,698,423,317.61,#marketing,4072,594.2,177,151,44.84,9,1.94
27-06-2024,Twitter,Story,POST00452,25142,30575,1837,382,460,273.76,#growth,5830,598.27,444,306,57.65,9,4.81
26-03-2024,TikTok,Reel,POST00453,47520,9859,3038,208,150,69.04,#digital,605,117.71,189,215,191.34,2,4.31
29-01-2024,Facebook,Video,POST00454,24545,42556,529,738,122,191.03,#socialmedia,286,672.41,371,488,129.41,4,3.74
09-03-2024,Instagram,Reel,POST00455,32897,52331,99,431,143,54.08,#branding,2481,124.65,329,449,45.78,9,4.56
16-02-2024,LinkedIn,Story,POST00456,4167,59691,4825,388,477,313.36,#growth,11021,1061.73,126,199,81.17,8,2.73
03-04-2024,LinkedIn,Live,POST00457,45757,33772,2861,559,188,226.2,#socialmedia,5076,795.51,282,425,161.87,11,1.16
23-05-2024,Twitter,Reel,POST00458,27917,15171,2853,223,254,390.1,#digital,735,2101.48,281,347,112.41,3,3.57
24-06-2024,LinkedIn,Live,POST00459,23736,27548,4735,2,67,114.13,#socialmedia,1061,228.84,347,97,147.3,4,2.84
25-03-2024,TikTok,Live,POST00460,28990,76774,1894,371,103,86.46,#marketing,8396,365.69,325,366,50.36,11,4.38
08-02-2024,TikTok,Image,POST00461,15087,26463,4181,686,335,206.13,#marketing,1742,1142.67,266,276,54.93,11,4.74
09-04-2024,Twitter,Reel,POST00462,23440,44454,935,445,158,463.66,#growth,3630,1010.16,160,322,91.09,8,1.71
02-02-2024,TikTok,Reel,POST00463,36205,72809,3744,610,308,356.66,#digital,6280,836.14,440,441,31.44,4,1.72
10-04-2024,Facebook,Live,POST00464,16275,95930,979,115,361,212.37,#digital,18362,444,85,424,25.98,3,1.18
23-01-2024,Twitter,Story,POST00465,6276,1217,1104,269,408,261.05,#socialmedia,148,754.97,245,339,173.61,2,2.88
10-01-2024,Facebook,Image,POST00466,42627,12176,3205,446,299,46.69,#growth,2329,243.34,56,233,83.5,1,1.95
09-03-2024,Instagram,Live,POST00467,41586,4934,1414,367,395,492.37,#digital,302,1581.66,351,90,114.18,10,3.95
09-04-2024,Facebook,Video,POST00468,38496,50310,3374,252,89,334.87,#marketing,3994,841.03,487,82,196.22,11,1.38
03-02-2024,Instagram,Video,POST00469,20008,95136,4300,316,356,146.28,#socialmedia,10534,322.11,322,165,168.76,8,2.92
28-06-2024,Instagram,Image,POST00470,6738,5494,3992,414,255,294.98,#branding,270,529.64,293,54,166.12,1,4.62
17-05-2024,Facebook,Story,POST00471,33402,4734,4333,94,495,59.19,#marketing,247,229.6,268,157,180.66,4,2.4
26-05-2024,Twitter,Live,POST00472,6793,69800,4023,784,352,483.09,#growth,1618,1335.5,98,43,160.57,4,3.72
05-04-2024,TikTok,Reel,POST00473,38291,44449,4566,891,219,91.52,#digital,4359,268.41,199,57,22.85,2,3.64
01-01-2024,TikTok,Image,POST00474,6571,37905,4723,23,8,325.78,#marketing,3815,1088.6,328,471,105.59,1,1.09
09-03-2024,Instagram,Story,POST00475,32331,35372,3102,627,11,126.5,#branding,5518,473.16,81,84,192.19,11,2.55
04-01-2024,Instagram,Reel,POST00476,17209,42715,4169,662,324,360.19,#branding,4608,2113.79,381,310,107.94,5,4.62
16-01-2024,Twitter,Video,POST00477,49014,23685,2084,849,437,389.53,#growth,946,2245.65,451,324,43.92,1,1.19
24-01-2024,LinkedIn,Video,POST00478,26394,43942,294,49,243,338.34,#marketing,8685,700.01,383,110,144.36,10,2.97
20-03-2024,Facebook,Reel,POST00479,44148,52259,4943,501,181,309.18,#socialmedia,5099,1197.57,284,21,55.25,6,4.4
02-01-2024,Instagram,Image,POST00480,26682,41653,4936,717,283,446.77,#marketing,7898,980.11,266,194,105.55,11,3.28
07-05-2024,TikTok,Video,POST00481,3224,78035,1197,497,311,43.92,#branding,2783,209.98,198,372,156.08,8,3.2
08-06-2024,Twitter,Live,POST00482,42157,3081,3979,334,98,168.8,#growth,488,376.97,139,63,156.38,11,1.05
24-03-2024,Facebook,Reel,POST00483,49695,52217,2975,78,196,127.9,#growth,3908,274.74,333,468,118.89,7,3.97
31-05-2024,Twitter,Reel,POST00484,45452,3263,4329,581,481,494.07,#socialmedia,215,1869.77,196,141,157.76,2,2.23
19-05-2024,Facebook,Video,POST00485,44408,93410,793,26,365,197.75,#growth,7821,500.4,344,130,195.96,4,3.31
26-06-2024,Facebook,Image,POST00486,33441,55980,959,270,225,367.64,#growth,8210,1986.14,164,237,26.18,4,4.2
11-06-2024,Instagram,Live,POST00487,42430,39259,3949,561,332,343.94,#growth,1676,903.6,123,72,166.93,5,4.96
03-05-2024,Twitter,Image,POST00488,40129,76567,54,803,102,109.98,#growth,11150,353.23,148,60,94.78,7,4.69
02-02-2024,Twitter,Story,POST00489,35716,25807,1820,246,105,123.3,#growth,997,299.59,87,27,116.3,1,4.02
09-06-2024,TikTok,Story,POST00490,45859,96871,4576,775,364,144.24,#branding,6353,379.23,91,40,79.43,3,4.61
27-06-2024,TikTok,Video,POST00491,27586,11564,2091,590,367,208.51,#marketing,164,345.53,342,456,99.84,4,1.69
19-06-2024,Instagram,Video,POST00492,45760,77348,3508,386,57,120.99,#digital,13392,396.9,101,256,101.16,2,2.03
10-04-2024,Instagram,Video,POST00493,24478,38048,839,701,77,14.73,#growth,1247,52.97,241,389,140.33,3,4.98
12-01-2024,LinkedIn,Story,POST00494,7318,37445,1919,558,74,440.3,#digital,4530,1847.62,381,327,144.44,2,3.71
07-03-2024,TikTok,Image,POST00495,29694,48437,2591,972,41,482.98,#digital,2537,1062.13,145,249,167.98,7,1.04
05-03-2024,Facebook,Image,POST00496,21180,6976,701,360,421,174.08,#branding,988,393.88,416,62,113.64,11,4.12
09-06-2024,Twitter,Video,POST00497,13180,52256,4029,865,323,172.56,#growth,3984,417.27,79,116,82.87,2,4.98
16-06-2024,Instagram,Live,POST00498,34002,90601,941,983,180,8.51,#digital,9496,21.7,150,283,169.14,1,3.42
14-03-2024,Twitter,Image,POST00499,16372,2882,4946,487,32,341.72,#growth,467,1490.12,406,207,140.86,5,3.19
12-02-2024,Twitter,Story,POST00500,30796,50183,3416,351,70,413.59,#socialmedia,1104,2279.75,291,29,42.65,5,4.37
13-02-2024,LinkedIn,Reel,POST00501,25427,88499,157,700,55,77.57,#socialmedia,12774,283.93,242,269,129.73,8,2.37
29-01-2024,TikTok,Reel,POST00502,34290,45776,1042,927,104,84.03,#socialmedia,8614,260.59,487,433,122.1,4,2.52
20-05-2024,Instagram,Reel,POST00503,29099,33902,1321,255,199,396.09,#digital,6007,1407.72,282,39,22.12,3,2.23
12-01-2024,Twitter,Live,POST00504,46486,92381,397,221,100,310.06,#socialmedia,17254,995.01,477,407,163.01,9,2.25
04-04-2024,Instagram,Video,POST00505,10821,27446,3131,883,255,27.21,#branding,5310,146.82,329,112,91.53,6,3.06
15-02-2024,Facebook,Story,POST00506,6832,80198,1883,752,306,313.16,#branding,8270,1712.96,486,185,125.72,5,4.65
09-05-2024,LinkedIn,Live,POST00507,13820,74433,3598,780,73,157.91,#digital,12694,919.72,478,437,50.26,4,4.99
04-02-2024,Facebook,Story,POST00508,17211,22835,925,0,170,187.52,#growth,2818,482.88,88,212,153.93,4,2.95
21-03-2024,Instagram,Story,POST00509,40890,45595,1888,545,376,386.02,#marketing,7454,757.26,234,214,123.33,1,3.21
30-03-2024,Instagram,Video,POST00510,6842,80430,3758,445,142,406.41,#growth,8127,1250.76,169,308,158.08,7,2.23
08-01-2024,TikTok,Reel,POST00511,2316,27697,287,78,165,203.18,#growth,3118,885.97,447,49,120.99,7,3.25
02-04-2024,Twitter,Video,POST00512,46968,22510,1987,235,398,473.84,#growth,507,1680.88,168,250,182.21,10,1.98
02-06-2024,Twitter,Live,POST00513,18508,24623,1869,333,260,206.2,#growth,3042,1145.91,199,315,86.01,9,3.21
30-03-2024,Facebook,Live,POST00514,23005,88423,3046,888,220,387.06,#marketing,1274,1257.4,275,468,198.14,11,2.48
10-06-2024,LinkedIn,Live,POST00515,16206,3390,3381,348,82,244.52,#socialmedia,228,593.27,69,302,49.41,4,3.69
24-04-2024,Twitter,Video,POST00516,19971,93805,4723,97,181,449.28,#growth,5714,1963.98,437,267,79.86,11,3.97
14-04-2024,TikTok,Story,POST00517,26599,8526,2192,81,306,454.34,#branding,351,2189.29,145,245,199.26,2,2.29
14-05-2024,Facebook,Story,POST00518,23056,65425,4685,501,9,48.27,#digital,7973,212.02,127,153,141.56,3,3.44
27-02-2024,Facebook,Image,POST00519,2378,69342,1180,966,395,468.56,#digital,12253,1122.27,82,308,66.38,10,3.76
23-04-2024,TikTok,Live,POST00520,2519,34165,499,476,3,413.64,#branding,273,1372.16,54,399,57.64,5,3.82
15-03-2024,LinkedIn,Story,POST00521,23161,9777,2535,926,350,396.7,#growth,1517,1893.28,468,340,98.95,4,1.31
05-06-2024,TikTok,Image,POST00522,41703,42739,1192,703,401,104.45,#marketing,7970,568.05,401,275,184.36,9,3.36
29-04-2024,LinkedIn,Story,POST00523,39861,48164,4489,764,335,403.53,#socialmedia,6708,1023.75,121,271,58.63,7,2.04
12-06-2024,TikTok,Live,POST00524,6355,48508,4268,920,487,425.82,#digital,4482,1165.67,390,255,159.42,8,2.67
21-01-2024,TikTok,Reel,POST00525,10083,15183,2498,549,291,148.13,#socialmedia,2687,235.97,71,404,68.2,7,1.83
12-06-2024,Instagram,Live,POST00526,39342,1170,1886,13,280,476.37,#marketing,94,1954.7,290,191,171.16,1,3.69
17-05-2024,Facebook,Video,POST00527,21456,89711,2472,391,214,29.68,#digital,6687,61.2,361,337,34.78,9,4.31
10-04-2024,TikTok,Story,POST00528,14324,18389,1640,346,459,79.21,#socialmedia,2880,258.43,403,302,50.44,3,4.68
31-05-2024,TikTok,Story,POST00529,3257,56112,297,309,97,271.1,#marketing,6489,1448.89,481,80,75.24,8,3.01
25-06-2024,Twitter,Video,POST00530,28364,45035,4292,385,419,290.02,#socialmedia,2803,1623.54,324,189,98.68,5,2.24
08-04-2024,Facebook,Video,POST00531,25972,79042,1917,208,100,324.35,#growth,11225,1272.35,246,251,184.23,9,1.35
05-02-2024,Twitter,Reel,POST00532,47179,54819,1171,356,450,13.4,#marketing,6171,47.48,367,192,192.14,7,4.28
05-04-2024,Facebook,Story,POST00533,27654,92567,139,973,8,480.38,#socialmedia,4105,2187.11,59,90,119.01,10,1.39
31-05-2024,Twitter,Story,POST00534,16233,22139,2373,600,60,27.07,#growth,1097,106.25,148,57,198.09,5,3.03
30-05-2024,TikTok,Reel,POST00535,16887,65212,153,567,308,75.82,#growth,2715,412.56,325,375,48.8,10,1.16
06-02-2024,TikTok,Image,POST00536,30320,17133,25,93,145,11.94,#marketing,75,66.2,154,298,99.27,10,4.32
12-01-2024,Instagram,Reel,POST00537,21808,35160,254,92,426,285.59,#branding,5496,570.38,365,224,49.38,8,1.85
22-04-2024,Twitter,Live,POST00538,31154,69475,936,339,418,466.47,#digital,12876,1925.9,250,424,195.39,1,2.71
13-01-2024,LinkedIn,Story,POST00539,35773,32672,3188,596,62,334.64,#marketing,1560,1268.96,294,360,124.96,4,1.31
23-01-2024,Instagram,Video,POST00540,28747,59697,2186,444,120,412.22,#growth,4459,809.48,464,385,73.09,8,3.27
08-04-2024,Twitter,Live,POST00541,11860,59347,896,756,225,11.57,#growth,8593,46.98,250,423,77.9,1,4.16
14-04-2024,Twitter,Story,POST00542,43838,12077,350,21,104,273.3,#marketing,1110,1062.39,455,249,53.14,7,2.8
30-01-2024,Instagram,Reel,POST00543,43156,77799,2061,290,461,232.48,#branding,15247,979.09,200,23,166.87,5,4.88
17-01-2024,TikTok,Live,POST00544,19156,20676,3408,484,259,251.99,#digital,957,483.52,487,383,179.08,6,2.34
22-04-2024,Twitter,Story,POST00545,21360,44886,3960,783,348,40.75,#socialmedia,4178,70.48,241,238,30.59,7,3.98
02-03-2024,TikTok,Image,POST00546,19135,64472,315,305,424,343.8,#marketing,1952,1766.41,416,232,52.37,6,1.66
24-03-2024,Instagram,Image,POST00547,26351,90291,917,633,254,254.09,#digital,14506,750.28,310,20,76.35,1,2.99
21-04-2024,TikTok,Video,POST00548,31499,41503,2664,127,428,383.75,#digital,4380,800.76,346,367,34.34,1,3.26
26-03-2024,Facebook,Story,POST00549,48377,20496,3802,624,433,245.22,#growth,3383,549.51,208,51,31.22,2,1.78
20-05-2024,LinkedIn,Image,POST00550,24554,87098,4052,938,206,78.94,#socialmedia,5313,471.16,398,38,31.72,2,1.8
19-01-2024,Twitter,Reel,POST00551,20604,36431,1381,272,27,325.89,#marketing,4612,617.34,287,87,173.57,8,4.04
25-06-2024,LinkedIn,Story,POST00552,17923,36210,330,847,169,90.33,#growth,1349,401.64,110,233,61.87,5,1.87
09-04-2024,TikTok,Reel,POST00553,48591,35193,4664,441,335,436.84,#growth,3033,983.81,337,176,184.01,8,4.28
19-05-2024,Twitter,Reel,POST00554,9547,36240,4069,502,75,308.49,#branding,6599,1628,140,487,199.92,7,2.49
26-05-2024,TikTok,Image,POST00555,45283,77741,1141,129,115,82.82,#digital,13949,302.01,444,185,148.82,2,4.97
16-03-2024,Facebook,Story,POST00556,34002,94083,2588,131,68,481.36,#marketing,14113,986.29,469,250,115.73,3,4.41
09-01-2024,Instagram,Live,POST00557,15562,77002,4052,596,353,261.59,#marketing,11182,622.82,385,56,169.79,2,1.14
28-01-2024,Twitter,Image,POST00558,8480,17874,3377,934,233,41.08,#marketing,1378,139.43,112,26,58.41,10,3.99
07-05-2024,Facebook,Image,POST00559,27672,77174,827,481,0,315.28,#growth,10529,1005.86,471,102,50.54,5,1.59
21-02-2024,Facebook,Story,POST00560,5213,81971,21,861,166,130.33,#branding,15651,250.49,267,104,29.91,7,1.11
23-03-2024,Twitter,Story,POST00561,11293,46413,204,389,351,402.83,#socialmedia,4082,1000.13,491,444,119.83,7,2.55
20-04-2024,TikTok,Reel,POST00562,35441,66525,2547,592,217,409.82,#growth,3388,656.8,397,161,36.7,2,1.36
23-05-2024,Facebook,Story,POST00563,3100,45016,2852,998,272,489.58,#socialmedia,4663,1862.64,474,215,71.27,4,2.6
26-04-2024,LinkedIn,Reel,POST00564,45617,88296,2239,984,367,253.43,#branding,6802,1001.85,228,199,170.47,8,1.95
09-03-2024,Facebook,Image,POST00565,29172,26569,3019,324,250,230.2,#digital,291,1272.4,57,68,175.72,1,3.25
08-04-2024,TikTok,Video,POST00566,21132,56733,4761,68,346,377.97,#marketing,6068,1467.85,106,245,77.25,3,2.86
19-05-2024,TikTok,Live,POST00567,19199,85311,2087,659,343,70.57,#socialmedia,3769,348.85,324,230,136.1,10,3.42
25-01-2024,LinkedIn,Image,POST00568,37609,59549,3877,447,418,275.72,#growth,1806,1254.8,56,234,135.19,5,4.96
28-06-2024,Facebook,Story,POST00569,43965,39678,4883,527,173,275.39,#socialmedia,1485,487.95,196,495,72.29,7,1.73
02-05-2024,TikTok,Live,POST00570,9016,33321,453,818,169,49.29,#digital,371,189.75,147,100,47.49,9,3.06
22-02-2024,Twitter,Video,POST00571,40779,52227,307,616,245,211.9,#marketing,7053,858.67,141,417,98.62,7,4.97
30-05-2024,Instagram,Video,POST00572,38261,61435,4913,164,422,427.38,#socialmedia,1771,1878.8,492,96,165.82,3,4.29
23-05-2024,Instagram,Reel,POST00573,32881,17499,854,487,89,428.8,#digital,345,1688.76,435,226,23.59,10,3.72
26-02-2024,Instagram,Live,POST00574,18058,63022,1025,712,48,54.12,#growth,4173,210.8,277,314,192.77,11,2.31
08-02-2024,Facebook,Reel,POST00575,25472,39212,1394,708,445,49.91,#branding,4801,135.17,147,155,62.27,3,4.17
18-04-2024,LinkedIn,Image,POST00576,42346,65051,1407,425,293,135.03,#growth,12020,462.04,144,110,153.59,11,3.05
11-02-2024,TikTok,Live,POST00577,35926,40672,563,696,406,438.01,#marketing,662,2047.77,205,68,41.8,11,4.01
15-06-2024,Twitter,Image,POST00578,35832,34222,2360,833,149,68.81,#growth,482,307.78,215,442,130.93,11,4.14
21-05-2024,Twitter,Reel,POST00579,37021,11125,4526,264,131,361.4,#growth,1284,1710.82,149,298,32.06,10,2.52
01-05-2024,Facebook,Live,POST00580,25087,67665,1279,874,432,55.08,#growth,2176,139.32,168,371,166.11,1,2.39
12-05-2024,Instagram,Reel,POST00581,13828,77009,1270,611,58,313.45,#growth,3916,1293.89,201,348,81.6,10,3.56
11-06-2024,Facebook,Live,POST00582,32128,7359,194,341,456,181.25,#marketing,1258,809.79,306,30,151.81,5,2.58
15-03-2024,LinkedIn,Reel,POST00583,2401,42109,4573,831,323,395.51,#digital,8372,1653.42,451,84,20.72,6,2.91
25-05-2024,LinkedIn,Video,POST00584,20643,43807,2420,725,198,120.68,#socialmedia,7109,566.85,441,426,45.61,8,4.76
16-03-2024,TikTok,Reel,POST00585,16193,22339,4441,277,214,321.4,#branding,1891,776.78,85,423,112.29,10,4.42
09-01-2024,TikTok,Video,POST00586,27853,27716,2219,673,385,121.66,#socialmedia,1641,358.21,70,211,109.21,9,1.53
14-03-2024,LinkedIn,Reel,POST00587,45864,53453,3682,438,48,358.26,#socialmedia,10012,1437.9,222,301,178.73,7,3.87
24-05-2024,LinkedIn,Live,POST00588,21307,84981,4693,156,471,437.47,#branding,2637,1659.42,373,174,32.94,11,1.33
07-01-2024,LinkedIn,Live,POST00589,37982,61093,1891,421,231,67.77,#marketing,10287,155.17,293,194,46.66,7,3.25
22-06-2024,Facebook,Live,POST00590,20611,72575,4306,250,246,433.96,#branding,12460,1597.44,423,288,156.09,11,1.78
20-05-2024,LinkedIn,Story,POST00591,44791,50022,531,877,381,298.82,#marketing,8693,559.42,101,378,107.63,7,2.92
16-06-2024,Twitter,Image,POST00592,12950,99661,1897,608,478,67.92,#socialmedia,2402,393.36,138,89,58.85,7,2.72
18-06-2024,Instagram,Live,POST00593,11704,5386,2562,529,238,216.63,#marketing,145,638.49,209,149,104.22,10,2.68
16-05-2024,LinkedIn,Video,POST00594,44111,7985,3819,326,414,84.63,#digital,982,132.93,433,428,131.62,6,1.01
26-06-2024,Instagram,Live,POST00595,12867,31955,4893,960,366,351.67,#branding,5235,1311.8,398,56,90.9,3,3.3
27-01-2024,Facebook,Story,POST00596,3745,17267,4165,894,167,380.64,#digital,1704,716.22,404,109,86.8,2,3.74
01-05-2024,Instagram,Video,POST00597,4866,28953,4683,96,47,57.37,#socialmedia,900,100.94,488,322,198.59,11,1.22
05-01-2024,Facebook,Story,POST00598,33245,76780,4426,512,50,255.54,#branding,13585,1422.65,240,239,109.42,10,4.72
29-01-2024,Twitter,Video,POST00599,45724,53942,3489,215,298,408.24,#socialmedia,3356,647.77,290,137,46.71,6,3.29
13-06-2024,Facebook,Reel,POST00600,6818,52377,1419,131,97,468.4,#digital,5845,995.65,362,312,192.21,7,4.72
14-06-2024,Facebook,Image,POST00601,49861,12726,1704,259,438,259.19,#socialmedia,649,943.92,202,329,116.08,2,4.47
23-03-2024,TikTok,Image,POST00602,31116,93905,4674,124,215,475.39,#branding,6203,2397.23,409,75,52.53,10,3.49
15-05-2024,LinkedIn,Story,POST00603,16493,23088,536,81,176,270.17,#branding,505,506.05,204,260,30.79,2,2.53
18-04-2024,LinkedIn,Image,POST00604,29038,79476,2670,282,379,200.12,#socialmedia,1692,453.93,206,215,183.23,2,2.43
05-03-2024,Twitter,Story,POST00605,21447,32209,2182,682,473,424.86,#branding,3074,1460.22,230,332,121.51,3,4.39
26-03-2024,Twitter,Story,POST00606,31431,48288,4976,58,79,249.03,#branding,3222,1127.81,107,114,72.46,5,2.43
24-05-2024,LinkedIn,Story,POST00607,18908,88531,289,543,184,238.59,#socialmedia,8021,998.84,320,137,84.17,9,2.2
11-03-2024,TikTok,Image,POST00608,30336,37519,2974,160,366,247.7,#digital,4065,1379.94,292,253,35.93,1,1.56
14-02-2024,LinkedIn,Story,POST00609,41992,45448,3987,283,460,424.16,#branding,3514,1029.88,332,154,182.88,5,4.16
11-05-2024,TikTok,Image,POST00610,5025,65633,2679,105,398,416.81,#branding,961,2194.24,397,132,146.94,10,1.76
05-02-2024,Twitter,Story,POST00611,21093,66958,2903,104,26,204.74,#branding,473,873.61,456,31,180.57,1,4.64
10-03-2024,Instagram,Live,POST00612,7155,28026,1761,438,451,169.98,#branding,2831,448.23,378,222,26.19,9,3.97
07-06-2024,Twitter,Story,POST00613,47607,73993,3991,227,463,248.5,#socialmedia,3457,1050.17,249,304,91.48,4,3.51
19-01-2024,Twitter,Video,POST00614,34487,52698,4779,699,447,288.52,#digital,33,542.55,121,430,56.5,8,3.53
17-04-2024,Facebook,Story,POST00615,48658,43895,2371,581,477,122.98,#digital,1601,488.41,338,132,35.8,8,2.81
15-06-2024,Facebook,Reel,POST00616,21963,24531,4437,317,491,398.01,#marketing,3213,994.19,200,465,111.06,6,1.54
31-03-2024,Facebook,Story,POST00617,21936,76042,4141,463,413,245.81,#branding,7430,583.76,63,166,108.58,3,3.47
30-03-2024,Facebook,Video,POST00618,5426,38201,1718,801,419,170.35,#branding,4925,327.05,298,203,142.29,5,4.87
19-01-2024,TikTok,Video,POST00619,24303,26439,2696,598,194,57.88,#marketing,3523,148.04,419,438,94.25,8,2.76
08-02-2024,LinkedIn,Image,POST00620,46280,49645,2905,881,213,123.23,#digital,6900,251.3,206,315,23.05,6,1.74
05-05-2024,Instagram,Live,POST00621,28606,20824,4545,873,368,474.89,#growth,314,2298.09,62,42,64.06,9,4.59
21-06-2024,Twitter,Story,POST00622,48832,23367,2786,471,341,156.02,#growth,2193,827.29,464,220,199.83,3,2.11
20-05-2024,TikTok,Image,POST00623,29151,703,1129,55,113,88.59,#digital,10,457.08,158,386,164.49,1,1.62
05-05-2024,Instagram,Live,POST00624,14767,17044,2998,624,241,233.03,#branding,2043,831.51,156,428,25.08,10,2.56
27-02-2024,TikTok,Story,POST00625,12308,16399,4269,12,123,157.01,#growth,2876,445.05,201,277,71.52,2,3.96
27-05-2024,TikTok,Reel,POST00626,45245,29563,4253,439,304,22.4,#socialmedia,3870,129.3,260,416,84.15,1,1.73
01-03-2024,Twitter,Story,POST00627,46671,91380,204,17,75,164.96,#socialmedia,14711,983.41,176,378,174.46,7,1.61
06-05-2024,LinkedIn,Video,POST00628,25770,4248,672,693,310,274.33,#marketing,677,1069.64,432,371,176.35,6,3.1
14-04-2024,Facebook,Video,POST00629,29572,67129,489,972,468,278.1,#digital,6972,1484.58,138,425,64.92,6,1.78
15-06-2024,LinkedIn,Reel,POST00630,42448,81264,4228,112,311,181.5,#digital,5486,949.96,368,236,176.99,7,2.55
01-01-2024,Twitter,Image,POST00631,3204,21384,1433,228,195,226.41,#growth,1225,1045.84,434,262,194.45,8,1.97
10-05-2024,Twitter,Live,POST00632,28233,25683,2718,170,350,482.93,#branding,2652,1861.73,280,320,62.33,4,1.34
01-04-2024,Twitter,Story,POST00633,22729,82070,3185,294,43,191.79,#digital,2974,481.3,267,202,121.66,9,3.44
22-04-2024,Instagram,Video,POST00634,32131,71746,3824,188,414,132.82,#growth,9310,743.64,111,223,127.64,8,1.13
01-06-2024,LinkedIn,Image,POST00635,34870,19759,2024,425,185,125.52,#growth,3332,206.31,187,56,53.29,1,1.77
25-02-2024,LinkedIn,Reel,POST00636,39011,36459,3799,976,342,231.59,#digital,1188,615.77,76,64,106.47,6,4.37
09-06-2024,TikTok,Video,POST00637,40382,33957,4815,78,245,380.96,#growth,3087,1097.86,451,64,26.72,7,4.31
14-06-2024,TikTok,Reel,POST00638,42475,86179,2453,657,436,106.96,#marketing,11861,192.21,155,290,126.74,9,3.69
26-04-2024,TikTok,Story,POST00639,47681,2603,921,918,83,356.1,#marketing,179,1929.21,93,121,82.94,9,1.08
13-05-2024,Twitter,Live,POST00640,22607,66401,3223,181,206,15.47,#digital,3677,37.3,173,52,177.95,4,2.36
27-02-2024,LinkedIn,Video,POST00641,25968,45035,2374,498,150,212.37,#branding,6435,1006.42,143,380,119.75,8,4.4
13-02-2024,Twitter,Video,POST00642,34398,16603,3639,797,155,389.05,#marketing,1202,593.94,297,154,161.3,3,1.7
21-06-2024,Instagram,Story,POST00643,12908,98546,3482,761,15,172.67,#marketing,18505,775.49,222,455,46.33,7,3.12
08-06-2024,TikTok,Image,POST00644,27423,90512,690,865,164,284.05,#digital,16361,1253.22,298,456,138.04,1,4.56
21-06-2024,Twitter,Live,POST00645,44615,78778,4661,825,404,106.46,#socialmedia,123,608.4,448,223,81.58,2,3.41
01-03-2024,Twitter,Video,POST00646,10171,12891,619,707,462,372.29,#growth,1639,2214.94,311,423,143.7,9,4.56
16-02-2024,Instagram,Live,POST00647,13721,29401,2166,834,144,30.88,#marketing,187,102.01,178,351,180.22,1,4.62
28-05-2024,Facebook,Video,POST00648,17616,98037,3876,70,497,427.01,#socialmedia,59,834.42,426,183,168.81,8,3.34
20-03-2024,LinkedIn,Live,POST00649,43512,81659,381,247,36,103.11,#branding,12703,458.84,407,84,193.01,1,1.02
27-04-2024,Facebook,Reel,POST00650,39458,68414,625,145,332,437.83,#socialmedia,6307,2354.85,445,196,176.98,8,4.94
12-06-2024,TikTok,Video,POST00651,47169,50857,2263,617,402,179.5,#digital,6255,474.96,380,238,115.89,1,3.91
26-05-2024,Twitter,Live,POST00652,8659,87408,4952,774,413,362.73,#branding,14901,2121.79,422,316,87.7,7,2.52
20-01-2024,Instagram,Image,POST00653,44369,38937,4148,295,44,163.02,#branding,1817,921.16,432,371,62.28,8,3.78
25-05-2024,Instagram,Reel,POST00654,12704,36003,874,581,401,453.43,#socialmedia,765,703.27,490,72,175.23,11,1.74
16-02-2024,LinkedIn,Reel,POST00655,33793,96782,1278,469,205,67.69,#digital,10202,237.9,88,236,69.65,4,4.83
18-02-2024,Facebook,Image,POST00656,49152,93959,794,505,61,93.37,#marketing,2536,187.49,366,450,105.2,5,4.56
14-01-2024,LinkedIn,Live,POST00657,47473,75903,4581,192,419,249.05,#socialmedia,11050,488.95,403,499,186.02,1,1.38
